0	#lines	1
0	#textlines	0
1	arabic1digit	1
1	mr	1
1	#lines	2
1	#stdev	150
1	#commas	2
1	#endwpunct	1
1	#textlines	2
2	#lines	1
2	#textlines	0
3	i	1
3	#allcapswords	1
3	#lines	2
3	#maxinitial	1
3	#caplines	1
3	#maxpair	1
3	#textlines	0
4	#textlines	0
5	#textlines	0
6	arabic1digit	1
6	plates	1
6	the	3
6	reading	1
6	also	1
6	elements	1
6	a	2
6	or	2
6	by	3
6	new	1
6	various	1
6	personalname	2
6	in	2
6	brown	1
6	arabic2digit	1
6	youth	1
6	rules	1
6	with	1
6	printed	1
6	for	1
6	containing	1
6	four	1
6	an	1
6	and	2
6	mind	1
6	of	4
6	placename	1
6	appendix	1
6	verse	1
6	which	1
6	prose	1
6	#allcapswords	56
6	illustrated	1
6	to	1
6	on	1
6	#sequentialcaps	4
6	#lines	20
6	#maxinitial	5
6	#caplines	18
6	#periods	6
6	#stdev	1102
6	#maxpair	5
6	#commas	8
6	#endwpunct	10
6	#textlines	20
6	wordNotInVocab	14
7	arabic5+digit	1
7	#lines	1
7	#endwpunct	1
7	#textlines	1
8	arabic1digit	14
8	arabicprice	2
8	contents	3
8	reading	1
8	n	1
8	two	1
8	rules	2
8	h	1
8	arabic2digit	20
8	address	1
8	introductory	1
8	character	1
8	with	1
8	court	1
8	schools	2
8	will	1
8	o	1
8	an	1
8	and	8
8	young	1
8	beauty	1
8	i	4
8	public	1
8	to	3
8	the	14
8	respecting	1
8	a	1
8	or	1
8	art	1
8	section	1
8	s	2
8	death	1
8	in	2
8	at	2
8	propernoun	5
8	remarkable	1
8	io	1
8	field	1
8	for	1
8	personalname	3
8	#allcapswords	13
8	part	1
8	of	8
8	which	1
8	plays	1
8	on	2
8	#sequentialcaps	2
8	#lines	30
8	#maxinitial	2
8	#quotations	2
8	#caplines	8
8	#startwname	1
8	#periods	41
8	#stdev	1328
8	#maxpair	3
8	#startwrubric	2
8	#commas	40
8	#endwpunct	9
8	#questionmarks	3
8	#textlines	30
8	#endwnumeral	14
8	wordNotInVocab	61
9	arabic1digit	21
9	truth	1
9	due	1
9	contents	3
9	time	2
9	reader	1
9	life	2
9	arabic2digit	24
9	of	21
9	journey	1
9	character	3
9	brown	1
9	human	1
9	house	1
9	arabic3digit	24
9	romannumeral	3
9	pride	1
9	as	1
9	and	6
9	hi	1
9	i	1
9	soul	1
9	#allcapswords	12
9	god	1
9	tales	1
9	to	5
9	day	1
9	the	17
9	sir	1
9	young	1
9	art	1
9	a	4
9	section	3
9	ib	10
9	page	1
9	in	3
9	pity	1
9	placename	2
9	reflections	1
9	propernoun	11
9	grace	1
9	j	1
9	is	1
9	pleasure	1
9	proper	1
9	personalname	9
9	pain	1
9	old	1
9	public	1
9	honour	1
9	power	1
9	family	1
9	de	1
9	description	2
9	it	1
9	history	1
9	journal	1
9	true	1
9	age	1
9	on	7
9	#sequentialcaps	3
9	#lines	108
9	#maxinitial	11
9	#caplines	34
9	#startwname	7
